,tittle,hash,chapter,kitsu_id
5545,[PuyaSubs!] Genjitsu Shugi Yuusha no Oukoku Saikenki 2nd Season - 22 [ESP-ENG][1080p][C9D55A0A].mkv,0880712a3740fd125c57caaebca7afcead69dc1b,22,null
5546,[PuyaSubs!] Akebi-chan no Sailor-fuku - 09 [ESP-ENG][720p][BBBAA53C].mkv,8e9f113bda617db770ecccfccbbf4211d4481366,9,44210
5547,[PuyaSubs!] Akebi-chan no Sailor-fuku - 09 [ESP-ENG][1080p][6BEAF0E9].mkv,81f068a41bb4ecf98e5d5b5a98062995fb44546a,9,44210
5548,[PuyaSubs!] Sono Bisque Doll wa Koi wo Suru - 09 [ESP-ENG][720p][132DF639].mkv,ad2745bbcfb29dcd3248d59959f47423b6da7149,9,44382
5549,[PuyaSubs!] Sono Bisque Doll wa Koi wo Suru - 09 [ESP-ENG][1080p][6B3C341C].mkv,615f2024ccf670d269e9750b93e9cce4e43d8b52,9,44382
5550,[PuyaSubs!] 86 - Eighty Six - 23 [ESP-ENG][1080p][64F665A6].mkv,de08dda769e6841f9d232b9e3ac75fae10e3bb9f,23,null
5551,[PuyaSubs!] Genjitsu Shugi Yuusha no Oukoku Saikenki 2nd Season - 24 [ESP-ENG][720p][B174E6F6].mkv,8ffc36db8007ba9fee9bef22e7cf6b77c77488f0,24,null
5552,[PuyaSubs!] Genjitsu Shugi Yuusha no Oukoku Saikenki 2nd Season - 24 [ESP-ENG][1080p][49C91B57].mkv,7978ea66fc15818ec782bf9ec821e157ea1dfa77,24,null
5553,[PuyaSubs!] Akebi-chan no Sailor-fuku - 11 [ESP-ENG][720p][41B9130C].mkv,07fad1f7bf251ced55963daf5bc7ca2f5acadd33,11,44210
5554,[PuyaSubs!] Akebi-chan no Sailor-fuku - 11 [ESP-ENG][1080p][A22808A0].mkv,4aa06b964db0889275e6021cc6782b9ebc7b5a79,11,44210
5555,[PuyaSubs!] Sono Bisque Doll wa Koi wo Suru - 11 [ESP-ENG][720p][1E8016B6].mkv,6535eb0d20b86e0fb5c4743f533daf9178730fe5,11,44382
5556,[PuyaSubs!] Sono Bisque Doll wa Koi wo Suru - 11 [ESP-ENG][1080p][A469A9D1].mkv,c87ca71b2dc2c5ee8601d12c7cbe394ce4519fb1,11,44382
5557,[PuyaSubs!] Ginga Eiyuu Densetsu - Die Neue These Third - 25 [ESP-ENG][720p][B0854761].mkv,2944eb0f80cf8778a77f65e79413d5dc32202955,25,null
5558,[PuyaSubs!] Ginga Eiyuu Densetsu - Die Neue These Third - 25 [ESP-ENG][1080p][15BBDCEB].mkv,a47cd8e22bdb24510dad0fa5e69a582238702ad2,25,null
5559,[PuyaSubs!] Shikkakumon no Saikyou Kenja - 11 [ESP-ENG][720p][EFEAD6B9].mkv,07593dc0a79a6652e822daaefef123e062997306,11,44025
5560,[PuyaSubs!] Shikkakumon no Saikyou Kenja - 11 [ESP-ENG][1080p][9203AFDC].mkv,9ea3eb99706a062791904a764c62de9c270ee23f,11,44025
5561,[PuyaSubs!] Cue! - 11 [ESP-ENG][720p][481E595F].mkv,404186719011617ca1b7360719a5e6ac32288242,11,null
5562,[PuyaSubs!] Cue! - 11 [ESP-ENG][1080p][91A1C947].mkv,cfb3d4f96f7a2f2927ae36d1fff142d6f1ffdb2a,11,null
5563,[PuyaSubs!] Shuumatsu no Harem - 11 [ESP-ENG][720p][0291F37A].mkv,b595e54728460b60eb33c4cc10b5e7195054f1fc,11,43198
5564,[PuyaSubs!] Shuumatsu no Harem - 11 [ESP-ENG][1080p][27E9E8DE].mkv,7a16af55f89e1e3ad2f33ba5a76a92aab73d9e90,11,43198
5565,[PuyaSubs!] Vanitas no Karte Part 2 - 22 [ESP-ENG][720p][F193B3AA].mkv,f252021b129c924863f79bb51da6585839021a6d,22,null
5566,[PuyaSubs!] Vanitas no Karte Part 2 - 22 [ESP-ENG][1080p][A85DA305].mkv,f7905fa620b783f9a4a24ece6726febe5c09f168,22,null
5567,[PuyaSubs!] Dolls Frontline - 11 [ESP-ENG][720p][41270F9A].mkv,cba7e87e9286087bfa9d11ec51b1d6a636fff5b7,11,null
5568,[PuyaSubs!] Dolls Frontline - 11 [ESP-ENG][1080p][4A7DE91C].mkv,f8ef0b9c6db8ea7af1dee3e8da8b46d0fc1038a1,11,null
5569,[PuyaSubs!] Slow Loop - 11 [ESP-ENG][720p][0126B25B].mkv,fc4caec9444d081f44f284d8e6584a9a86352021,11,44381
5570,[PuyaSubs!] Slow Loop - 11 [ESP-ENG][1080p][B5725BAA].mkv,c975e3b089f743dd608ef1ec45a6a8bc0e1c5aba,11,44381
5571,[PuyaSubs!] Platinum End - 23 [ESP-ENG][720p][E4DD0569].mkv,0e2d365b713345c6a189d8fa9ea9a2bca1205831,23,43862
5572,[PuyaSubs!] Platinum End - 23 [ESP-ENG][1080p][42C71CB3].mkv,3d8498ed646aca76c361aa9d9be13420b088d72b,23,43862
5573,[PuyaSubs!] Ousama Ranking - 22 [ESP-ENG][720p][792700CB].mkv,f114784ec4b0edcaed0a190932b0e9798c8c894c,22,43849
5574,[PuyaSubs!] Ousama Ranking - 22 [ESP-ENG][1080p][FB311588].mkv,f027b76cd8612ea381a620c5f7d907da79ac7fce,22,43849
5575,[PuyaSubs!] Arifureta Shokugyou de Sekai Saikyou 2nd Season - 10 [ESP-ENG][720p][8FC5CB8F].mkv,08e072dbb71dfdc78962836f1e14422f77ce75df,10,null
5576,[PuyaSubs!] Arifureta Shokugyou de Sekai Saikyou 2nd Season - 10 [ESP-ENG][1080p][C36D3C81].mkv,4ab790830a5c03c564929342361e99f0eae3fa10,10,null
5577,[PuyaSubs!] Hakozume: Kouban Joshi no Gyakushuu - 11 [ESP-ENG][720p][55992814].mkv,d8abdd4e1e0f09d4372e38f7c3e899b7e70418fa,11,null
5578,[PuyaSubs!] Hakozume: Kouban Joshi no Gyakushuu - 11 [ESP-ENG][1080p][511452E1].mkv,58d275f18ecb4739789be7124dcc3e2cdd34e7af,11,null
5579,[PuyaSubs!] Orient - 11 [ESP-ENG][720p][81301F64].mkv,0a3341e728dd10ffb9db78220b18c18f101e1040,11,44205
5580,[PuyaSubs!] Orient - 11 [ESP-ENG][1080p][A0AEC0D3].mkv,7f788f35fd9f9fdb7a2ac6520ea407aff3e679ff,11,44205
5581,[PuyaSubs!] Koroshi Ai - 10 [ESP-ENG][720p][FBA75917].mkv,a7da0997c533f4d0ea36c2dad6e6ba164b317ae3,10,44226
5582,[PuyaSubs!] Koroshi Ai - 10 [ESP-ENG][1080p][20F3350F].mkv,1023e3d8adfd119cdb193f9fcd879155a21e42d7,10,44226
5583,[PuyaSubs!] Leadale no Daichi nite - 11 [ESP-ENG][720p][43626F58].mkv,6e7269cf5696c610aea635a2f707ff64677c077d,11,44186
5584,[PuyaSubs!] Leadale no Daichi nite - 11 [ESP-ENG][1080p][A215A6D4].mkv,44c6c667220d90189a550dd04300eaa527983b5f,11,44186
5585,[PuyaSubs!] Hanyou no Yashahime - Sengoku Otogizoushi - Ni no Shou - 46 [ESP-ENG][720p][A1586A9B].mkv,1c9df70e52f8ba33e3436305bea00a089450a33a,46,44199
5586,[PuyaSubs!] Hanyou no Yashahime - Sengoku Otogizoushi - Ni no Shou - 46 [ESP-ENG][1080p][4A2AACDB].mkv,30d048c960dd8ac5efa5d6f90f810f6817c3d137,46,44199
5587,[PuyaSubs!] Fantasy Bishoujo Juniku Ojisan to - 10 [ESP-ENG][720p][8313445B].mkv,32b274335d638d1082d6f232f5b7c13317dccad7,10,44580
5588,[PuyaSubs!] Fantasy Bishoujo Juniku Ojisan to - 10 [ESP-ENG][1080p][87CB41B1].mkv,032693617352b125b8838cbcdb064265d8b438fa,10,44580
5589,[PuyaSubs!] Kenja no Deshi wo Nanoru Kenja - 10 [ESP-ENG][720p][FC8A88E1].mkv,054d66405cf9a0172547dc7064fea5b1ea73c2da,10,44121
5590,[PuyaSubs!] Kenja no Deshi wo Nanoru Kenja - 10 [ESP-ENG][1080p][42718221].mkv,d949c4096b9f634edf0f3cf636fca315bb88b541,10,44121
5591,[PuyaSubs!] Tensai Ouji no Akaji Kokka Saisei Jutsu - 10 [ESP-ENG][720p][40C17EF9].mkv,fe0b45a4a10a3978a0745231c18cda52f6962586,10,null
5592,[PuyaSubs!] Tensai Ouji no Akaji Kokka Saisei Jutsu - 10 [ESP-ENG][1080p][0E4D4E64].mkv,2318f9de120d5a498a694280a53e3f3ff3b3c86f,10,null
5593,[PuyaSubs!] Tribe Nine - 10 [ESP-ENG][720p][F7B67A71].mkv,a937cb0601855d435e27400a7a30fa104cff0f85,10,45271
5594,[PuyaSubs!] Tribe Nine - 10 [ESP-ENG][1080p][A8CEAD8D].mkv,2d23e5d87559c50dd055c892db7cd6a21afaad50,10,45271
5595,[PuyaSubs!] Gensou Sangokushi - Tengen Reishinki - 10 [ESP-ENG][720p][F1B44FD8].mkv,1758b4c39c7bc085ada7a240eb76ecb690a2731c,10,44943
5596,[PuyaSubs!] Gensou Sangokushi - Tengen Reishinki - 10 [ESP-ENG][1080p][1D43E01C].mkv,886633c66eccffc33c2c19584deea1c539fafd62,10,44943
5597,[PuyaSubs!] Princess Connect! Re-Dive Season 2 - 10 [ESP-ENG][720p][9D53C945].mkv,194d0a9749ba08f739146516d986035bd3fed7d7,10,null
5598,[PuyaSubs!] Princess Connect! Re-Dive Season 2 - 10 [ESP-ENG][1080p][3529E16C].mkv,e3e5640a0939b5ac6d0af420b620fa00f5cea3d9,10,null
5599,[PuyaSubs!] Sabikui Bisco - 10 [ESP-ENG][1080p][486CA63D].mkv,6342c29f956a4954a7f2865adf2ebdaa350429da,10,44189
5600,[PuyaSubs!] Shingeki no Kyojin - The Final Season Part 2 - 85 [ESP-ENG][720p][AB78C249].mkv,beabbd88ca67c259829e3aedfeb43edb704701a2,85,44240
5601,[PuyaSubs!] Shingeki no Kyojin - The Final Season Part 2 - 85 [ESP-ENG][1080p][74444B63].mkv,783c251006d1e4a7958141f2a8484ee0577f3571,85,44240
5602,[PuyaSubs!] Yami Shibai 10 - 10 [ESP-ENG][1080p][BCAB6FDF].mkv,0114eb4eb292c49f8953c8e983cf12e7d810b520,10,45601
5603,[PuyaSubs!] Sasaki to Miyano - 10 [ESP-ENG][720p][68F1761F].mkv,b348e008713688ade08e571233155d80be237fbe,10,44575
5604,[PuyaSubs!] Sasaki to Miyano - 10 [ESP-ENG][1080p][FD382740].mkv,152f9189483747d51f581a9d172de31edb35ada2,10,44575
5605,[PuyaSubs!] Futsal Boys - 10 [ESP-ENG][720p][72FF9908].mkv,1311edfc3833147c74a181df84143436e7bf09b2,10,null
5606,[PuyaSubs!] Futsal Boys - 10 [ESP-ENG][1080p][1FD08828].mkv,512933f83490ac6eb3000a615b2f22007c00e5ba,10,null
5607,[PuyaSubs!] Baraou no Souretsu - 10 [ESP-ENG][720p][114773F3].mkv,5821878b65bd15b3492101e8bef3fe6df4e01f55,10,44208
5608,[PuyaSubs!] Baraou no Souretsu - 10 [ESP-ENG][1080p][027FE03B].mkv,718c9a9147f29df6d3d2de4c6b4c1647affd0b98,10,44208
5609,[PuyaSubs!] Sabiiro no Armor - Reimei - 10 [ESP-ENG][1080p][399CACA6].mkv,ef1b7b1dc67c56817e7b0625c28d765d7dc7733e,10,null
5610,[PuyaSubs!] Boruto - Naruto Next Generations - 240 [ESP-ENG][720p][71023881].mkv,febddab776d8c2653d7245b449b6a054d97d9256,240,13051
5611,[PuyaSubs!] Boruto - Naruto Next Generations - 240 [ESP-ENG][1080p][D241A5A6].mkv,3573bbd26dc11c26f46a683c80ca69bb70d97468,240,13051
5612,[PuyaSubs!] Rymans Club - 07 [ESP-ENG][720p][4981E0AC].mkv,f920fc282c187b0d3936b5c92f0bded8e0bdbbe8,7,null
5613,[PuyaSubs!] Shikkakumon no Saikyou Kenja - 10 [ESP-ENG][1080p][6E7E1698].mkv,a46b5280878b3f91ee8eb00e3cca7b2f4e1fa868,10,44025
5614,[PuyaSubs!] Rymans Club - 07 [ESP-ENG][1080p][7E2B3896].mkv,56e948b8b40760ac0d14d5fffdc46b93e4ee52a2,7,null
5615,[PuyaSubs!] Genjitsu Shugi Yuusha no Oukoku Saikenki 2nd Season - 23 [ESP-ENG][720p][046C4ACF].mkv,434ba8c4fc2dbbf3cac8a832a8bc7ca89c50d71c,23,null
5616,[PuyaSubs!] Genjitsu Shugi Yuusha no Oukoku Saikenki 2nd Season - 23 [ESP-ENG][1080p][E309374B].mkv,4ed01dcd476f691e829922d1c9a06a0f4f50125c,23,null
5617,[PuyaSubs!] 86 - Eighty Six - 22 [ESP-ENG][720p][FC1681E2].mkv,f1a66c09fbc0fe91f23c96da44332f564c8fd594,22,null
5618,[PuyaSubs!] Sono Bisque Doll wa Koi wo Suru - 10 [ESP-ENG][720p][C0347059].mkv,e9aaf419c52a3e25047923b2c41c119538320b91,10,44382
5619,[PuyaSubs!] Sono Bisque Doll wa Koi wo Suru - 10 [ESP-ENG][1080p][9185BF81].mkv,a066e952ffed2f12d3a12f2bd5550fdfda4764ac,10,44382
5620,[PuyaSubs!] 86 - Eighty Six - 22 [ESP-ENG][1080p][08F94F44].mkv,330adf37ae2ccfbd64e87f8402338583e3f699f2,22,null
5621,[PuyaSubs!] Akebi-chan no Sailor-fuku - 10 [ESP-ENG][720p][76CAC8D3].mkv,ea9474e9e2702a35fdb9ab653110268feba8f959,10,44210
5622,[PuyaSubs!] Akebi-chan no Sailor-fuku - 10 [ESP-ENG][1080p][BFA187F6].mkv,d69a1fc96be28a48a765a5f22fc7a49dbab189f7,10,44210
5623,[PuyaSubs!] Shikkakumon no Saikyou Kenja - 10 [ESP-ENG][720p][0D93A6FE].mkv,e18a164d43c9598f13d119f3aa78598196c519fc,10,44025
5624,[PuyaSubs!] Hanyou no Yashahime - Sengoku Otogizoushi - Ni no Shou - 45 [ESP-ENG][720p][CC780AB0].mkv,01018347cc2de9a3872a4523d5638060cef9413e,45,44199
5625,[PuyaSubs!] Rymans Club - 09 [ESP-ENG][720p][04FF0F62].mkv,e81d2b784e057bfb0a1e82d042f83308ba9638a5,9,null
5626,[PuyaSubs!] Rymans Club - 09 [ESP-ENG][1080p][CF2B19E3].mkv,5120b6dcbbf7e4150a38ea908f1975ea942f2c37,9,null
5627,[PuyaSubs!] Genjitsu Shugi Yuusha no Oukoku Saikenki 2nd Season - 25 [ESP-ENG][720p][723FBCC1].mkv,ef7c6bd85087fcb0687c8d02e5db73ee72cbd8a4,25,null
5628,[PuyaSubs!] Genjitsu Shugi Yuusha no Oukoku Saikenki 2nd Season - 25 [ESP-ENG][1080p][324935AC].mkv,886906cc11e659026c95461ac8fbfd6f114f7b63,25,null
5629,[PuyaSubs!] Akebi-chan no Sailor-fuku - 12 [ESP-ENG][720p][66D89F1D].mkv,c07e55e8e4229758d7cd5d67d9ef3ea2a2aa8e06,12,44210
5630,[PuyaSubs!] Akebi-chan no Sailor-fuku - 12 [ESP-ENG][1080p][0427FA75].mkv,eb060a992bd381306fa442235fb5dbef45c78e35,12,44210
5631,[PuyaSubs!] Sono Bisque Doll wa Koi wo Suru - 12 [ESP-ENG][720p][0DF0B3C0].mkv,ba7f76a824827e82edd323933a57117877e10171,12,44382
5632,[PuyaSubs!] Sono Bisque Doll wa Koi wo Suru - 12 [ESP-ENG][1080p][55ABCA82].mkv,ab17b1dc575e24bc3f4768eaaa12f9e99ea76c70,12,44382
5633,[PuyaSubs!] Shikkakumon no Saikyou Kenja - 12 [ESP-ENG][720p][6658670C].mkv,9614e4d403256bd7a59fed3820fa096a79402aff,12,44025
5634,[PuyaSubs!] Shikkakumon no Saikyou Kenja - 12 [ESP-ENG][1080p][972F6674].mkv,a3ea6e2ef0b2328d1199ed902f48893750057cd9,12,44025
5635,[PuyaSubs!] Cue! - 12 [ESP-ENG][720p][C878F394].mkv,e96f7bc05a5b811454e7f4579fd0223dc39585c4,12,null
5636,[PuyaSubs!] Cue! - 12 [ESP-ENG][1080p][46C4E26D].mkv,8357e2efa5b1a207177aa0f115692dd6f4124ef6,12,null
5637,[PuyaSubs!] Dolls Frontline - 12 [ESP-ENG][720p][D1FD4233].mkv,e7adaea4d6fa1da3b7c7f68c8b2ff0bed1e30c59,12,null
5638,[PuyaSubs!] Dolls Frontline - 12 [ESP-ENG][1080p][61BCEBB2].mkv,ac56363050249cd9773b24a32ee93f44ae215caa,12,null
5639,[PuyaSubs!] Vanitas no Karte Part 2 - 23 [ESP-ENG][720p][6CDD4D9A].mkv,6b2e223879d88812b5e6ce76f51f4a09afd98cdc,23,null
5640,[PuyaSubs!] Vanitas no Karte Part 2 - 23 [ESP-ENG][1080p][66CA3977].mkv,d51bfb998249861ffd926254c316a574987d0969,23,null
5641,[PuyaSubs!] Hakozume: Kouban Joshi no Gyakushuu - 12 [ESP-ENG][720p][10CAD888].mkv,66df9838af92f1d5c3dc2dd48f1410121b8b0442,12,null
5642,[PuyaSubs!] Hakozume: Kouban Joshi no Gyakushuu - 12 [ESP-ENG][1080p][4D1691AA].mkv,7ab13772169efc46b0a9e58965f3eba26bf5b973,12,null
5643,[PuyaSubs!] Estab-Life - Great Escape - 02 [ESP-ENG][720p][F37A2C3C].mkv,be122dbd69b55da99c5efd598ec7f65718a9ac84,2,45837
5644,[PuyaSubs!] Estab-Life - Great Escape - 02 [ESP-ENG][1080p][04D9A8B9].mkv,7db2f2b6363d697b12c64728eb96c666a93a0c18,2,45837
5645,[PuyaSubs!] Estab-Life - Great Escape - 01 [ESP-ENG][720p][6D6E14B6].mkv,adda7646a7a5a28458629283f0c73d1803069ba5,1,45837
5646,[PuyaSubs!] Estab-Life - Great Escape - 01 [ESP-ENG][1080p][9E4B165F].mkv,56c9f55fbfc422dfb6b5559e14dcf6c2e9fcc852,1,45837
5647,[PuyaSubs!] Slow Loop - 12 [ESP-ENG][720p][27C65145].mkv,ad400081d588122c4a70d6c761e4de63f04f0cbd,12,44381
5648,[PuyaSubs!] Slow Loop - 12 [ESP-ENG][1080p][A45C4A4C].mkv,d17087a62098e3b5f058e16cb6eabbf764f834a4,12,44381
5649,[PuyaSubs!] Ginga Eiyuu Densetsu - Die Neue These Third - 26 [ESP-ENG][720p][6C888F07].mkv,ca7c265eab173d45c3aba36c74888855c98e5ca4,26,null
5650,[PuyaSubs!] Ginga Eiyuu Densetsu - Die Neue These Third - 26 [ESP-ENG][1080p][397444B0].mkv,29bf6b2bbfece551308b3d19367f30cb3fde7d2f,26,null
5651,[PuyaSubs!] Platinum End - 24 [ESP-ENG][720p][98C795BE].mkv,abe6c6d0cb3d65d5f4709303eaf25d8da3849f2a,24,43862
5652,[PuyaSubs!] Platinum End - 24 [ESP-ENG][1080p][EB489055].mkv,d00bd4f85ce43df00d83aee7563f7c526e398880,24,43862
5653,[PuyaSubs!] Ousama Ranking - 23 [ESP-ENG][720p][CB60DC95].mkv,8677a16a93cbc1eff7fcea0c1a304a499c41f15a,23,43849
5654,[PuyaSubs!] Ousama Ranking - 23 [ESP-ENG][1080p][7ACF94C9].mkv,7e781250dddd50df6be35c4505364d9c51634e0c,23,43849
5655,[PuyaSubs!] Arifureta Shokugyou de Sekai Saikyou 2nd Season - 11 [ESP-ENG][720p][0FB879E3].mkv,eb81e39162b7aafa924fc91c591af15a84100289,11,null
5656,[PuyaSubs!] Arifureta Shokugyou de Sekai Saikyou 2nd Season - 11 [ESP-ENG][1080p][7EFFCDE2].mkv,f160363d14d8bd25f1268a2228081443ac4576b8,11,null
5657,[PuyaSubs!] Orient - 12 [ESP-ENG][720p][2734AC80].mkv,1c53a3fed21a178de91b54dcdce770b679c921e1,12,44205
5658,[PuyaSubs!] Orient - 12 [ESP-ENG][1080p][CE1843EC].mkv,cfb734c4f866df2cadd5cb29abbae44148d5f917,12,44205
5659,[PuyaSubs!] Koroshi Ai - 11 [ESP-ENG][720p][ABDDDF8E].mkv,0a3e1bfe5282466ab359eedd867f27fb75671852,11,44226
5660,[PuyaSubs!] Koroshi Ai - 11 [ESP-ENG][1080p][278AA2A2].mkv,7a4dc492cd084ee4eb84b6a455a524b16eeeeb1c,11,44226
5661,[PuyaSubs!] Leadale no Daichi nite - 12 [ESP-ENG][720p][1E11ABFB].mkv,ba6de9bc37448bd23539041ead5deb95fc6e13f2,12,44186
5662,[PuyaSubs!] Leadale no Daichi nite - 12 [ESP-ENG][1080p][7B1869C8].mkv,a7e9d752e7c2c182a3221045ca16e538b6164f90,12,44186
5663,[PuyaSubs!] Hanyou no Yashahime - Sengoku Otogizoushi - Ni no Shou - 47 [ESP-ENG][720p][41CDDD53].mkv,d1f4bdcc1b7b0ab543d6fc0ba4095b9560480e2b,47,44199
5664,[PuyaSubs!] Hanyou no Yashahime - Sengoku Otogizoushi - Ni no Shou - 47 [ESP-ENG][1080p][40303B07].mkv,d2dd89938f9cedf36104f4b26f211c070ff311a9,47,44199
5665,[PuyaSubs!] Fantasy Bishoujo Juniku Ojisan to - 11 [ESP-ENG][720p][67547BC9].mkv,85d11dd98de826a5bbf26f66cc06776a3053dfe1,11,44580
5666,[PuyaSubs!] Fantasy Bishoujo Juniku Ojisan to - 11 [ESP-ENG][1080p][B1CBA7AE].mkv,dceb9fa08f75c9b4869b8dd46e38ddc08b8b8a39,11,44580
5667,[PuyaSubs!] Kenja no Deshi wo Nanoru Kenja - 11 [ESP-ENG][720p][EB99B89A].mkv,70a14da17c3228a90b09cc52cb69d6436c7365fa,11,44121
5668,[PuyaSubs!] Kenja no Deshi wo Nanoru Kenja - 11 [ESP-ENG][1080p][0E21C9DF].mkv,4427d5045ab664cfecfbe65148b1c54971f01df0,11,44121
5669,[PuyaSubs!] Tensai Ouji no Akaji Kokka Saisei Jutsu - 11 [ESP-ENG][720p][18C705E8].mkv,924fee0bff32a5caa141bd25edb492dacbaa838b,11,null
5670,[PuyaSubs!] Tensai Ouji no Akaji Kokka Saisei Jutsu - 11 [ESP-ENG][1080p][EAFE2046].mkv,b26514e38a9749380510bd7ecfe2ac6a7e77cd74,11,null
5671,[PuyaSubs!] Tribe Nine - 11 [ESP-ENG][720p][9DB8B315].mkv,144ab70591692086a2607cee3adc0281abf30f84,11,45271
5672,[PuyaSubs!] Tribe Nine - 11 [ESP-ENG][1080p][2125F736].mkv,135989805a342a4a041839761778f2a6abc58f79,11,45271
5673,[PuyaSubs!] Gensou Sangokushi - Tengen Reishinki - 11 [ESP-ENG][720p][085F0F51].mkv,5474dd697d33fcf43c3f49e8eccb697becfeac15,11,44943
5674,[PuyaSubs!] Gensou Sangokushi - Tengen Reishinki - 11 [ESP-ENG][1080p][C87E3EF2].mkv,0140a080ec9d68ba7e7263b982492c730f9a36f8,11,44943
5675,[PuyaSubs!] Princess Connect! Re-Dive Season 2 - 11 [ESP-ENG][720p][381EC124].mkv,cc4bf7f74ec8c23e4755282a3f26e01364b1c9bf,11,null
5676,[PuyaSubs!] Princess Connect! Re-Dive Season 2 - 11 [ESP-ENG][1080p][166644C1].mkv,c5e53612c2825f1db6808fe29b87e31fe72c7889,11,null
5677,[PuyaSubs!] Sabikui Bisco - 11 [ESP-ENG][720p][D19CE0F3].mkv,cae39816a3d4500d4ac960fc41e1678c6cb569e6,11,44189
5678,[PuyaSubs!] Sabikui Bisco - 11 [ESP-ENG][1080p][7F4B3710].mkv,446234e389d02ce559035eae7e476768aa2e95d4,11,44189
5679,[PuyaSubs!] Shingeki no Kyojin - The Final Season Part 2 - 86 [ESP-ENG][720p][B1CFD0AB].mkv,2dcf36154a92b2b1dd8c33689f6745a6f395eba2,86,44240
5680,[PuyaSubs!] Shingeki no Kyojin - The Final Season Part 2 - 86 [ESP-ENG][1080p][0F7E9980].mkv,f131cd4842418c124c3cb6875c358d3c88d6692f,86,44240
5681,[PuyaSubs!] Yami Shibai 10 - 11 [ESP-ENG][720p][48E4C37A].mkv,8df0d9f29caeb3e256441e84b848e3cb3c93fa86,11,45601
5682,[PuyaSubs!] Yami Shibai 10 - 11 [ESP-ENG][1080p][CDAEBFDF].mkv,6f07bb3bee498a4cd65d07980efe4b33d221b4e6,11,45601
5683,[PuyaSubs!] Sasaki to Miyano - 11 [ESP-ENG][720p][53F387A7].mkv,ff72df15b3182f8be6b4743a687e697eb445e1d9,11,44575
5684,[PuyaSubs!] Sasaki to Miyano - 11 [ESP-ENG][1080p][B3FEC993].mkv,e1db69917ef9e9b156aa9531b51a908dcf446986,11,44575
5685,[PuyaSubs!] Futsal Boys - 11 [ESP-ENG][720p][87348F50].mkv,69f13e0a748d4afd73e380610c1140198ca2151b,11,null
5686,[PuyaSubs!] Futsal Boys - 11 [ESP-ENG][1080p][A94197CC].mkv,8a44ee037598ab5e0583f0684d08ce0bdf02310b,11,null
5687,[PuyaSubs!] Sabiiro no Armor - Reimei - 11 [ESP-ENG][720p][A69608E5].mkv,9d4ef4c3a6fa0e6a5ca7353c9dfcef71bd558f84,11,null
5688,[PuyaSubs!] Sabiiro no Armor - Reimei - 11 [ESP-ENG][1080p][A687EB9B].mkv,df1495372da45e7435ddcc8a8373c0ce16e2cafc,11,null
5689,[PuyaSubs!] Baraou no Souretsu - 11 [ESP-ENG][720p][1B256014].mkv,17b642262a64ea67e5a2d02e56b877d9fd4069bb,11,44208
5690,[PuyaSubs!] Baraou no Souretsu - 11 [ESP-ENG][1080p][9771EBE9].mkv,9ba57af2761d852a8f9bd10f97601d221afc2ff4,11,44208
5691,[PuyaSubs!] Boruto - Naruto Next Generations - 241 [ESP-ENG][720p][35B36024].mkv,6b5506fafb3d037b466479d086efd149be668931,241,13051
5692,[PuyaSubs!] Boruto - Naruto Next Generations - 241 [ESP-ENG][1080p][93168AF4].mkv,708cc0ddde010062c662ff407792830ad1b81437,241,13051
5693,[PuyaSubs!] Kaijin Kaihatsu-bu no Kuroitsu-san - 10 [ESP-ENG][720p][C07C07C9].mkv,774df395fd580a998092d6518c63e18364a66805,10,null
5694,[PuyaSubs!] Kaijin Kaihatsu-bu no Kuroitsu-san - 10 [ESP-ENG][1080p][05827872].mkv,0e36e23f43f1a8703e459be879d97e775c63267d,10,null
5695,[PuyaSubs!] Kaijin Kaihatsu-bu no Kuroitsu-san - 09 [ESP-ENG][720p][37E0B794].mkv,eb44c71e6bbb47b7d222dbe954e877da4281e69b,9,null
5696,[PuyaSubs!] Kaijin Kaihatsu-bu no Kuroitsu-san - 09 [ESP-ENG][1080p][CB35312E].mkv,aeb5d5ab2463d8a610a3732c80ef96369cf97601,9,null
5697,[PuyaSubs!] Rymans Club - 08 [ESP-ENG][720p][02E6A350].mkv,c3cb2957b7c69da8bbc27b875702a23b695827ec,8,null
5698,[PuyaSubs!] Rymans Club - 08 [ESP-ENG][1080p][C912420E].mkv,062a69fca750f65f4c4f650021d7e2e9e3b3b9d6,8,null
5699,[PuyaSubs!] 86 - Eighty Six - 23 [ESP-ENG][720p][EB3D138C].mkv,95041fd10e310690c39d856928e840cacafb0d06,23,null
5700,[PuyaSubs!] Puella Magi Madoka Magica Side Story - Magia Record S3 - 12 [ESP-ENG][1080p][82AD9BCD].mkv,64763c05e05e3677493d8116d09bb2329f20a3a8,12,null
5701,[PuyaSubs!] Baraou no Souretsu - 12.5 [ESP-ENG][720p][5CA15B90].mkv,e0d6066dbfa00c3613fb6cd9d34a97de726ce04c,12.5,44208
5702,[PuyaSubs!] Baraou no Souretsu - 12.5 [ESP-ENG][1080p][84050701].mkv,20eca6d79fac10d26a784bc6a3ad80d17834f240,12.5,44208
5703,[PuyaSubs!] Otome Game Sekai wa Mob ni Kibishii Sekai desu - 01 [ESP-ENG][720p][CEE8D881].mkv,2042c0703f1fb58febdcc3a7c9481d712f34a995,1,null
